brand_name,generic_name,key
amlodipine-valsartan,amlodipine/valsartan,amlodipine/valsartan
exforge,amlodipine/valsartan,amlodipine/valsartan
amlodipine-valsartan-hctz,amlodipine/valsartan/hcthiazid,amlodipine/valsartan/hcthiazid
exforge hct,amlodipine/valsartan/hcthiazid,amlodipine/valsartan/hcthiazid
amox tr-potassium clavulanate,amoxicillin/potassium clav,amoxicillin/potassium clav
amoxicillin-clavulanate pot er,amoxicillin/potassium clav,amoxicillin/potassium clav
amoxicillin-clavulanate potass,amoxicillin/potassium clav,amoxicillin/potassium clav
augmentin,amoxicillin/potassium clav,amoxicillin/potassium clav
augmentin xr,amoxicillin/potassium clav,amoxicillin/potassium clav
ampicillin-sulbactam,ampicillin sodium/sulbactam na,ampicillin sodium/sulbactam na
unasyn,ampicillin sodium/sulbactam na,ampicillin sodium/sulbactam na
otozin,antipyrine/benzocain/gly/zinc,antipyrine/benzocain/gly/zinc
a-b otic,antipyrine/benzocaine,antipyrine/benzocaine
antipyrine-benzocaine,antipyrine/benzocaine,antipyrine/benzocaine
aurax,antipyrine/benzocaine,antipyrine/benzocaine
aurodex,antipyrine/benzocaine,antipyrine/benzocaine
aurodex ear drops,antipyrine/benzocaine,antipyrine/benzocaine
auroguard,antipyrine/benzocaine,antipyrine/benzocaine
otic care,antipyrine/benzocaine,antipyrine/benzocaine
coartem,artemether/lumefantrine,artemether/lumefantrine
levacet,asa/salicylam/acetaminoph/caff,asa/salicylam/acetaminoph/caff
aggrenox,aspirin/dipyridamole,aspirin/dipyridamole
aspirin-dipyridamole er,aspirin/dipyridamole,aspirin/dipyridamole
evotaz,atazanavir sulfate/cobicistat,atazanavir sulfate/cobicistat
atenolol-chlorthalidone,atenolol/chlorthalidone,atenolol/chlorthalidone
tenoretic 100,atenolol/chlorthalidone,atenolol/chlorthalidone
tenoretic 50,atenolol/chlorthalidone,atenolol/chlorthalidone
atovaquone-proguanil hcl,atovaquone/proguanil hcl,atovaquone/proguanil hydrochloride
malarone,atovaquone/proguanil hcl,atovaquone/proguanil hydrochloride
finacea plus,"azelaic acid/ceramide 1,3,6-11","azelaic acid/ceramide 1,3,6-11"
dymista,azelastine/fluticasone,azelastine/fluticasone
edarbyclor,azilsartan med/chlorthalidone,azilsartan med/chlorthalidone
azactam-iso-osmotic dextrose,aztreonam/dextrose-water,aztreonam/dextrose-water
bucalsep,b-caine/zinc cl/pine/cpyrd,b-caine/zinc cl/pine/cpyrd
vital-d rx,b cmplx 4/vit d3/c/fa/zinc ox,b cmplx 4/vit d3/c/fa/zinc ox
nephrocaps,b complex & c no.20/folic acid,b complex & c no.20/folic acid
renal caps,b complex & c no.20/folic acid,b complex & c no.20/folic acid
renal softgel,b complex & c no.20/folic acid,b complex & c no.20/folic acid
reno caps,b complex & c no.20/folic acid,b complex & c no.20/folic acid
triphrocaps,b complex & c no.20/folic acid,b complex & c no.20/folic acid
virt-caps,b complex & c no.20/folic acid,b complex & c no.20/folic acid
therobec,b1/b2/b3/b5/b6/b12/vit c/fa,b1/b2/b3/b5/b6/b12/vit c/fa
folbic rf,b12/levomefolate calcium/b-6,b12/levomefolate calcium/b-6
foltx,b12/levomefolate calcium/b-6,b12/levomefolate calcium/b-6
nicazel,b3/azel ac/zinc/b6/copper/fa,b3/azel ac/zinc/b6/copper/fa
vp-zel,b3/azel ac/zinc/b6/copper/fa,b3/azel ac/zinc/b6/copper/fa
ak-poly-bac,bacitracin/polymyxin b sulfate,bacitracin/polymyxin b sulfate
bacitracin-polymyxin,bacitracin/polymyxin b sulfate,bacitracin/polymyxin b sulfate
polycin,bacitracin/polymyxin b sulfate,bacitracin/polymyxin b sulfate
limbrel,baicalin/catechin,baicalin/catechin
limbrel250,baicalin/catechin/citrated znc,baicalin/catechin/citrated znc
limbrel500,baicalin/catechin/citrated znc,baicalin/catechin/citrated znc
benazepril-hydrochlorothiazide,benazepril/hydrochlorothiazide,benazepril/hydrochlorothiazide
benazepril hcl-hctz,benazepril/hydrochlorothiazide,benazepril/hydrochlorothiazide
lotensin hct,benazepril/hydrochlorothiazide,benazepril/hydrochlorothiazide
orasep,benzocaine/menth/cetylpyrd cl,benzocaine/menth/cetylpyrd cl
orasep,benzocaine/tan ac/menth/cpyrd,benzocaine/tan ac/menth/cpyrd
bensal hp,benzoic acid/salicylic acid,benzoic acid/salicylic acid
vanoxide-hc,benzoyl peroxide/hydrocortison,benzoyl peroxide/hydrocortison
betamethasone acetate-sod phos,betamet acet/betamet na ph,betamet acet/betamet na ph
celestone,betamet acet/betamet na ph,betamet acet/betamet na ph
diprolene,betamethasone/propylene glyc,betamethasone/propylene glyc
diprolene af,betamethasone/propylene glyc,betamethasone/propylene glyc
gavilyte-h and bisacodyl,bisac/nacl/nahco3/kcl/peg 3350,bisac/nacl/nahco3/kcl/peg 3350
halflytely-bisacodyl,bisac/nacl/nahco3/kcl/peg 3350,bisac/nacl/nahco3/kcl/peg 3350
halflytely with flavor packs,bisac/nacl/nahco3/kcl/peg 3350,bisac/nacl/nahco3/kcl/peg 3350
helidac,bismuth sal/metronid/tetracyc,bismuth sal/metronid/tetracyc
pylera,bismuth/metronid/tetracycline,bismuth/metronid/tetracycline
bisoprolol-hydrochlorothiazide,bisoprolol fumarate/hctz,bisoprolol fumarate/hctz
bisoprolol fumarate-hctz,bisoprolol fumarate/hctz,bisoprolol fumarate/hctz
ziac,bisoprolol fumarate/hctz,bisoprolol fumarate/hctz
combigan,brimonidine tartrate/timolol,brimonidine tartrate/timolol
simbrinza,brinzolamide/brimonidine tart,brinzolamide/brimonidine tart
m-end wc,bromphenira/pseudoephed/codein,bromphenira/pseudoephed/codein
mesehist wc,bromphenira/pseudoephed/codein,bromphenira/pseudoephed/codein
poly-tussin dhc,brompheniram/pe/dihydrocodeine,brompheniram/pe/dihydrocodeine
trexbrom,brompheniramin/pe/carbetapent,brompheniramin/pe/carbetapent
vazobid,brompheniramin/phenyleph tanns,brompheniramin/phenyleph tanns
bromax d,brompheniramin/phenylephrine,brompheniramin/phenylephrine
tanabid sr,brompheniramin/phenylephrine,brompheniramin/phenylephrine
bpm pseudo,brompheniramin/pseudoephedrine,brompheniramin/pseudoephedrine
brovex pse,brompheniramin/pseudoephedrine,brompheniramin/pseudoephedrine
lodrane,brompheniramin/pseudoephedrine,brompheniramin/pseudoephedrine
lodrane 24d,brompheniramin/pseudoephedrine,brompheniramin/pseudoephedrine
lohist 12d,brompheniramin/pseudoephedrine,brompheniramin/pseudoephedrine
bromfed dm,brompheniramine/pseudoephed/dm,brompheniramine/pseudoephed/dm
carbofed dm,brompheniramine/pseudoephed/dm,brompheniramine/pseudoephed/dm
pse brom,brompheniramine/pseudoephed/dm,brompheniramine/pseudoephed/dm
sildec-dm,brompheniramine/pseudoephed/dm,brompheniramine/pseudoephed/dm
j-cof dhc,bromphenrm/pseudoeph/dihydrocd,bromphenrm/pseudoeph/dihydrocd
symbicort,budesonide/formoterol fumarate,budesonide/formoterol fumarate
marcaine-epinephrine,bupivacaine hcl/epinephrine/pf,bupivacaine hydrochloride/epinephrine
bunavail,buprenorphine hcl/naloxone hcl,buprenorphine hydrochloride/naloxone hydrochloride
buprenorphine-naloxone,buprenorphine hcl/naloxone hcl,buprenorphine hydrochloride/naloxone hydrochloride
suboxone,buprenorphine hcl/naloxone hcl,buprenorphine hydrochloride/naloxone hydrochloride
zubsolv,buprenorphine hcl/naloxone hcl,buprenorphine hydrochloride/naloxone hydrochloride
butalbital-acetaminophen-caffe,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
capacet,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
dolgic plus,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
esgic,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
esgic-plus,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
fioricet,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
margesic,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
orbivan,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
repan,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
vanatol lq,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
zebutal,butalb/acetaminophen/caffeine,butalb/acetaminophen/caffeine
butalb-acetaminoph-caff-codein,butalbit/acetamin/caff/codeine,butalbit/acetamin/caff/codeine
butalb-caff-acetaminoph-codein,butalbit/acetamin/caff/codeine,butalbit/acetamin/caff/codeine
fioricet with codeine,butalbit/acetamin/caff/codeine,butalbit/acetamin/caff/codeine
bupap,butalbital/acetaminophen,butalbital/acetaminophen
butalbital-acetaminophen,butalbital/acetaminophen,butalbital/acetaminophen
cephadyn,butalbital/acetaminophen,butalbital/acetaminophen
phrenilin forte,butalbital/acetaminophen,butalbital/acetaminophen
tencon,butalbital/acetaminophen,butalbital/acetaminophen
butalbital-aspirin-caffeine,butalbital/aspirin/caffeine,butalbital/aspirin/caffeine
butalbital compound,butalbital/aspirin/caffeine,butalbital/aspirin/caffeine
fiorinal,butalbital/aspirin/caffeine,butalbital/aspirin/caffeine
calcipotriene-betamethasone dp,calcipotriene/betamethasone,calcipotriene/betamethasone
taclonex,calcipotriene/betamethasone,calcipotriene/betamethasone
taclonex scalp,calcipotriene/betamethasone,calcipotriene/betamethasone
magnebind 400 rx,calcium carbonate/mag carb/fa,calcium carbonate/mag carb/fa
calcifolic-d,calcium/mag/d3/b12/fa/b6/boron,calcium/mag/d3/b12/fa/b6/boron
calcium-folic acid plus d,calcium/mag/d3/b12/fa/b6/boron,calcium/mag/d3/b12/fa/b6/boron
folgard os,calcium/mag/d3/b12/fa/b6/boron,calcium/mag/d3/b12/fa/b6/boron
tl g-fol os,calcium/mag/d3/b12/fa/b6/boron,calcium/mag/d3/b12/fa/b6/boron
invokamet,canagliflozin/metformin hcl,canagliflozin/metformin hydrochloride
atacand hct,candesartan/hydrochlorothiazid,candesartan/hydrochlorothiazid
candesartan-hydrochlorothiazid,candesartan/hydrochlorothiazid,candesartan/hydrochlorothiazid
aleveer,capsaicin/menthol,capsaicin/menthol
captracin,capsaicin/menthol,capsaicin/menthol
qroxin,capsaicin/menthol,capsaicin/menthol
qutenza,capsaicin/skin cleanser,capsaicin/skin cleanser
captopril-hydrochlorothiazide,captopril/hydrochlorothiazide,captopril/hydrochlorothiazide
carbidopa-levodopa,carbidopa/levodopa,carbidopa/levodopa
carbidopa-levodopa er,carbidopa/levodopa,carbidopa/levodopa
parcopa,carbidopa/levodopa,carbidopa/levodopa
rytary,carbidopa/levodopa,carbidopa/levodopa
sinemet 10-100,carbidopa/levodopa,carbidopa/levodopa
sinemet 25-100,carbidopa/levodopa,carbidopa/levodopa
sinemet 25-250,carbidopa/levodopa,carbidopa/levodopa
sinemet cr,carbidopa/levodopa,carbidopa/levodopa
carbidopa-levodopa-entacapone,carbidopa/levodopa/entacapone,carbidopa/levodopa/entacapone
stalevo 100,carbidopa/levodopa/entacapone,carbidopa/levodopa/entacapone
stalevo 125,carbidopa/levodopa/entacapone,carbidopa/levodopa/entacapone
stalevo 150,carbidopa/levodopa/entacapone,carbidopa/levodopa/entacapone
stalevo 200,carbidopa/levodopa/entacapone,carbidopa/levodopa/entacapone
stalevo 50,carbidopa/levodopa/entacapone,carbidopa/levodopa/entacapone
stalevo 75,carbidopa/levodopa/entacapone,carbidopa/levodopa/entacapone
genadur,carbit/equis xt/ethan/chit/msm,carbit/equis xt/ethan/chit/msm
carisoprodol-aspirin,carisoprodol/aspirin,carisoprodol/aspirin
carisoprodol compound,carisoprodol/aspirin,carisoprodol/aspirin
cefazolin sodium-dextrose,"cefazolin sodium/dextrose,iso","cefazolin sodium/dextrose,iso"
cefepime-dextrose,cefepime hcl/d5w,cefepime hydrochloride/d5w
cefotetan & dextrose,"cefotetan disod/dextrose,iso","cefotetan disod/dextrose,iso"
fortaz in iso-osmotic dextrose,"ceftazidime na/dextrose,iso","ceftazidime na/dextrose,iso"
avycaz,ceftazidime/avibactam,ceftazidime/avibactam
zerbaxa,ceftolozane/tazobactam,ceftolozane/tazobactam
zyrtec-d,cetirizine hcl/pseudoephedrine,cetirizine hydrochloride/pseudoephedrine
allerx pe,chlor-mal/phenyleph/methscop,chlor-mal/phenyleph/methscop
chlor-mes d,chlor-mal/phenyleph/methscop,chlor-mal/phenyleph/methscop
dallergy,chlor-mal/phenyleph/methscop,chlor-mal/phenyleph/methscop
dallergy pe,chlor-mal/phenyleph/methscop,chlor-mal/phenyleph/methscop
dehistine,chlor-mal/phenyleph/methscop,chlor-mal/phenyleph/methscop
trioxin,chloroxylenol/benzoc/hydrocort,chloroxylenol/benzoc/hydrocort
zinotic,chloroxylenol/glyc/pramox/zinc,chloroxylenol/glyc/pramox/zinc
chloroxylenol-pramoxine hcl,chloroxylenol/pramoxine hcl,chloroxylenol/pramoxine hydrochloride
oticin,chloroxylenol/pramoxine hcl,chloroxylenol/pramoxine hydrochloride
pramotic,chloroxylenol/pramoxine hcl,chloroxylenol/pramoxine hydrochloride
atuss ds,chlorphen/pseudoeph/dm tannate,chlorphen/pseudoeph/dm tannate
chlorphen-pse-dm tannate,chlorphen/pseudoeph/dm tannate,chlorphen/pseudoeph/dm tannate
endacof-c,chlorpheniramine/codeine phos,chlorpheniramine/codeine phos
z-tuss ac,chlorpheniramine/codeine phos,chlorpheniramine/codeine phos
allerx df,chlorpheniramine/methscopolamn,chlorpheniramine/methscopolamn
allerx df 30,chlorpheniramine/methscopolamn,chlorpheniramine/methscopolamn
ryneze,chlorpheniramine/methscopolamn,chlorpheniramine/methscopolamn
capcof,chlorpheniramine/pe/codeine,chlorpheniramine/pe/codeine
c-phen dm,chlorpheniramine/phenyleph/dm,chlorpheniramine/phenyleph/dm
ceron-dm,chlorpheniramine/phenyleph/dm,chlorpheniramine/phenyleph/dm
corfen-dm,chlorpheniramine/phenyleph/dm,chlorpheniramine/phenyleph/dm
de-chlor dm,chlorpheniramine/phenyleph/dm,chlorpheniramine/phenyleph/dm
sildec pe-dm,chlorpheniramine/phenyleph/dm,chlorpheniramine/phenyleph/dm
ceron,chlorpheniramine/phenylephrine,chlorpheniramine/phenylephrine
nohist,chlorpheniramine/phenylephrine,chlorpheniramine/phenylephrine
sildec-pe,chlorpheniramine/phenylephrine,chlorpheniramine/phenylephrine
cholestyramine light,cholestyramine/aspartame,cholestyramine/aspartame
prevalite,cholestyramine/aspartame,cholestyramine/aspartame
questran light,cholestyramine/aspartame,cholestyramine/aspartame
choline mag trisalicylate,choline sal/mag salicylate,choline sal/mag salicylate
pedipirox-4,ciclopirox/nail lacq/ft deod#4,ciclopirox/nail lacq/ft deod#4
cnl 8,ciclopirox/nail lacquer removr,ciclopirox/nail lacquer removr
ciclodan,ciclopirox/skin cleanser no.28,ciclopirox/skin cleanser no.28
ciclodan,ciclopirox/ure/camph/menth/euc,ciclopirox/ure/camph/menth/euc
ciprodex,ciprofloxacin hcl/dexameth,ciprofloxacin hydrochloride/dexameth
cipro i.v.,ciprofloxacin lactate/d5w,ciprofloxacin lactate/d5w
ciprofloxacin-d5w,ciprofloxacin lactate/d5w,ciprofloxacin lactate/d5w
ciprofloxacin er,ciprofloxacin/ciprofloxa hcl,ciprofloxacin/ciprofloxa hydrochloride
cipro hc,ciprofloxacin/hydrocortisone,ciprofloxacin/hydrocortisone
renacidin,citric acid/g-lactone/mag carb,citric acid/g-lactone/mag carb
cytra-2,citric acid/sodium citrate,citric acid/sodium citrate
liqui-dualcitra,citric acid/sodium citrate,citric acid/sodium citrate
oracit,citric acid/sodium citrate,citric acid/sodium citrate
sodium citrate & citric acid,citric acid/sodium citrate,citric acid/sodium citrate
acanya,clindamycin phos/benzoyl perox,clindamycin phos/benzoyl perox
benzaclin,clindamycin phos/benzoyl perox,clindamycin phos/benzoyl perox
clindamycin-benzoyl peroxide,clindamycin phos/benzoyl perox,clindamycin phos/benzoyl perox
clindamycin phos-benzoyl perox,clindamycin phos/benzoyl perox,clindamycin phos/benzoyl perox
duac,clindamycin phos/benzoyl perox,clindamycin phos/benzoyl perox
neuac,clindamycin phos/benzoyl perox,clindamycin phos/benzoyl perox
onexton,clindamycin phos/benzoyl perox,clindamycin phos/benzoyl perox
clindacin etz,clindamycin phos/skin clnsr 19,clindamycin phos/skin clnsr 19
clindacin pac,clindamycin phos/skin clnsr 19,clindamycin phos/skin clnsr 19
cleocin phosphate in d5w,clindamycin phosphate/d5w,clindamycin phosphate/d5w
clindamycin phosphate-d5w,clindamycin phosphate/d5w,clindamycin phosphate/d5w
duac cs,clindamycin/benzoyl prx/skn #5,clindamycin/benzoyl prx/skn #5
veltin,clindamycin/tretinoin,clindamycin/tretinoin
ziana,clindamycin/tretinoin,clindamycin/tretinoin
clobeta + plus,clobetasol propionate/coal tar,clobetasol propionate/coal tar
clobetasol emollient,clobetasol propionate/emoll,clobetasol propionate/emoll
clobetasol emulsion,clobetasol propionate/emoll,clobetasol propionate/emoll
olux-e,clobetasol propionate/emoll,clobetasol propionate/emoll
olux-olux-e,clobetasol propionate/emoll,clobetasol propionate/emoll
temovate emollient,clobetasol propionate/emoll,clobetasol propionate/emoll
clodan,clobetasol/skin cleanser #28,clobetasol/skin cleanser #28
clorpres,clonidine hcl/chlorthalidone,clonidine hydrochloride/chlorthalidone
clotrimazole-betamethasone,clotrimazole/betamethasone dip,clotrimazole/betamethasone dip
lotrisone,clotrimazole/betamethasone dip,clotrimazole/betamethasone dip
ascomp with codeine,codeine/butalbital/asa/caffein,codeine/butalbital/asa/caffein
butalbital compound-codeine,codeine/butalbital/asa/caffein,codeine/butalbital/asa/caffein
fiorinal with codeine #3,codeine/butalbital/asa/caffein,codeine/butalbital/asa/caffein
carisoprodol-aspirin-codeine,codeine/carisoprodol/aspirin,codeine/carisoprodol/aspirin
carisoprodol compound-codeine,codeine/carisoprodol/aspirin,codeine/carisoprodol/aspirin
probenecid-colchicine,colchicine/probenecid,colchicine/probenecid
cavan-x,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
fabb,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
folastin,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
folbee,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
folbic,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
folcaps,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
folgard rx,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
folic acid-cyancobal-pyridoxin,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
folic acid-vit b6-vit b12,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
folplex 2.2,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
foltx,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
virt-vite,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
virt-vite forte,cyanocobalamin/fa/pyridoxine,cyanocobalamin/fa/pyridoxine
foltrate,cyanocobalamin/folic acid,cyanocobalamin/folic acid
neurin-sl,cyanocobalamin/mecobalamin,cyanocobalamin/mecobalamin
cyclomydril,cyclopentolate/phenylephrine,cyclopentolate/phenylephrine
xigduo xr,dapagliflozin/metformin hcl,dapagliflozin/metformin hydrochloride
prezcobix,darunavir/cobicistat,darunavir/cobicistat
clarinex-d 12 hour,desloratadine/pseudoephedrine,desloratadine/pseudoephedrine
clarinex-d 24 hour,desloratadine/pseudoephedrine,desloratadine/pseudoephedrine
azurette,desog-e.estradiol/e.estradiol,desog-e.estradiol/e.estradiol
desogestr-eth estrad eth estra,desog-e.estradiol/e.estradiol,desog-e.estradiol/e.estradiol
kariva,desog-e.estradiol/e.estradiol,desog-e.estradiol/e.estradiol
kimidess,desog-e.estradiol/e.estradiol,desog-e.estradiol/e.estradiol
mircette,desog-e.estradiol/e.estradiol,desog-e.estradiol/e.estradiol
pimtrea,desog-e.estradiol/e.estradiol,desog-e.estradiol/e.estradiol
viorele,desog-e.estradiol/e.estradiol,desog-e.estradiol/e.estradiol
desowen,desonide/emollient combo.no 28,desonide/emollient combo.no 28
desowen,desonide/emollient combo.no 30,desonide/emollient combo.no 30
rescon-jr.,dexchlorphenir/phenylephrine,dexchlorphenir/phenylephrine
adderall,dextroamphetamine/amphetamine,dextroamphetamine/amphetamine
adderall xr,dextroamphetamine/amphetamine,dextroamphetamine/amphetamine
amphetamine salt combo,dextroamphetamine/amphetamine,dextroamphetamine/amphetamine
dextroamphetamine-amphet er,dextroamphetamine/amphetamine,dextroamphetamine/amphetamine
dextroamphetamine-amphetamine,dextroamphetamine/amphetamine,dextroamphetamine/amphetamine
nuedexta,dextromethorphan hbr/quinidine,dextromethorphan hydrobromide/quinidine
acetaminoph-caff-dihydrocodein,dhcodeine bt/acetaminophn/caff,dhcodeine bt/acetaminophn/caff
dihydrocodein-acetaminoph-caff,dhcodeine bt/acetaminophn/caff,dhcodeine bt/acetaminophn/caff
trezix,dhcodeine bt/acetaminophn/caff,dhcodeine bt/acetaminophn/caff
zerlor,dhcodeine bt/acetaminophn/caff,dhcodeine bt/acetaminophn/caff
arthrotec 50,diclofenac sodium/misoprostol,diclofenac sodium/misoprostol
arthrotec 75,diclofenac sodium/misoprostol,diclofenac sodium/misoprostol
diclofenac sodium-misoprostol,diclofenac sodium/misoprostol,diclofenac sodium/misoprostol
dermasilkrx diclopak,diclofenac/capsicum,diclofenac/capsicum
motofen,difenoxin hcl/atropine sulfate,difenoxin hydrochloride/atropine sulfate
apexicon e,diflorasone diacetate/emoll,diflorasone diacetate/emoll
aspirin-caffeine-dihydrocodein,dihydrocodeine/aspirin/caffein,dihydrocodeine/aspirin/caffein
synalgos-dc,dihydrocodeine/aspirin/caffein,dihydrocodeine/aspirin/caffein
dihydro-cp,dihydrocodeine/cpm/pseudoephed,dihydrocodeine/cpm/pseudoephed
j-max dhc,dihydrocodeine/guaifenesin,dihydrocodeine/guaifenesin
nuquin hp,dioxybenzone/pdo/hydroquinone,dioxybenzone/pdo/hydroquinone
diphenoxylate-atropine,diphenoxylate hcl/atropine,diphenoxylate hydrochloride/atropine
